source,line_no,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer_old,correct_index,correct_option_text,explanation,options_parse_error
questions_seed_300_batch2.sql,142,junior,"If he ___ the map, he wouldn't be lost.",A. reads,B. had read,C. read,D. has read,C,2,C. read,與過去事實相反用過去完成 had read。,
questions_seed_300_batch2.sql,143,junior,The letter ___ personally by the CEO.,A. writes,B. was written,C. wrote,D. writing,B,1,B. was written,信被撰寫／簽署語境用被動。,
questions_seed_300_batch2.sql,144,junior,She ___ her ankle while jogging.,A. breaks,B. broke,C. was breaking,D. has broken,B,1,B. broke,慢跑時扭傷，過去式 broke。,
questions_seed_300_batch2.sql,145,junior,"By next month, we ___ the project.",A. finish,B. will finish,C. will have finished,D. finished,C,2,C. will have finished,By + 未來完成。,
questions_seed_300_batch2.sql,146,junior,"He speaks English fluently; ___, he grew up abroad.",A. because,B. for example,C. besides,D. therefore,C,2,C. besides,補充理由 besides／此外。,
questions_seed_300_batch2.sql,147,junior,"She failed the test; ___, she didn't study.",A. however,B. therefore,C. although,D. unless,B,1,B. therefore,因果 therefore。,
questions_seed_300_batch2.sql,148,junior,"___ the rain, the match continued.",A. Because,B. Despite,C. Although,D. Since,B,1,B. Despite,儘管下雨 despite + 名詞。,
questions_seed_300_batch2.sql,149,junior,"___ it was raining, the match continued.",A. Because,B. Although,C. Despite,D. Unless,B,1,B. Although,讓步 although + 子句。,
questions_seed_300_batch2.sql,150,junior,You ___ touch the exhibits in the museum.,A. should,B. mustn't,C. might,D. could,B,1,B. mustn't,禁止觸摸 mustn't。,
questions_seed_300_batch2.sql,151,junior,Applicants ___ submit forms by Friday.,A. can,B. must,C. might,D. could,B,1,B. must,規定截止 must。,
questions_seed_300_batch2.sql,152,college,The manuscript was ___ peer review last month.,A. submit,B. submitted,C. submitting,D. submits,B,1,B. submitted,過去被提交審查 submitted。,
questions_seed_300_batch2.sql,153,college,The paper ___ several limitations.,A. acknowledge,B. acknowledges,C. acknowledged,D. acknowledging,C,2,C. acknowledged,過去式 acknowledged 限制。,
questions_seed_300_batch2.sql,154,college,The authors ___ the funding agency.,A. thank,B. thanked,C. thank to,D. thanks,B,1,B. thanked,謝謝資助方 thanked。,
questions_seed_300_batch2.sql,155,college,The experiment ___ ethical guidelines.,A. follow,B. followed,C. was following,D. follows,B,1,B. followed,過去遵循 followed。,
questions_seed_300_batch2.sql,156,college,Findings cannot be ___ without replication.,A. generalize,B. generalized,C. generalizing,D. generalizes,B,1,B. generalized,被概括 generalized。,
questions_seed_300_batch2.sql,157,college,The hypothesis remains ___.,A. test,B. untested,C. testing,D. tests,B,1,B. untested,形容詞未檢驗 untested。,
questions_seed_300_batch2.sql,158,college,The correlation is statistically ___.,A. significance,B. significant,C. significantly,D. signify,B,1,B. significant,形容詞補語 significant。,
questions_seed_300_batch2.sql,159,college,The effect size was ___.,A. substance,B. substantial,C. substantially,D. substantiate,B,1,B. substantial,形容詞 substantial。,
questions_seed_300_batch2.sql,160,college,The discussion ___ alternative explanations.,A. address,B. addresses,C. addressed,D. addressing,C,2,C. addressed,過去討論到 addressed。,
questions_seed_300_batch2.sql,161,college,Future research should ___ these variables.,A. examine,B. examines,C. examining,D. examined,A,0,A. examine,情態動詞後原形 examine。,
questions_seed_300_batch2.sql,162,college,The variable was ___ controlled.,A. careful,B. carefully,C. carefulness,D. care,B,1,B. carefully,副詞修飾過去分詞。,
questions_seed_300_batch2.sql,163,college,The outcome was ___ unexpected.,A. somewhat,B. somewhatly,C. some,D. somewhere,A,0,A. somewhat,副詞 somewhat。,
questions_seed_300_batch2.sql,164,college,The proposal was ___ rejected.,A. unanimous,B. unanimously,C. unanimity,D. unanimouslyness,B,1,B. unanimously,副詞 unanimously。,
questions_seed_300_batch2.sql,165,college,The framework is ___ applicable.,A. broad,B. broadly,C. breadth,D. broaden,B,1,B. broadly,修飾形容詞 broadly。,
questions_seed_300_batch2.sql,166,college,The evidence ___ replication.,A. warrant,B. warrants,C. warranted,D. warranting,B,1,B. warrants,現在 warrants 值得。,
questions_seed_300_batch2.sql,167,college,The sample was ___ drawn.,A. random,B. randomly,C. randomness,D. randomize,B,1,B. randomly,副詞 randomly。,
questions_seed_300_batch2.sql,168,college,Participants gave ___ consent.,A. inform,B. informed,C. informing,D. informs,B,1,B. informed,知情同意 informed consent。,
questions_seed_300_batch2.sql,169,college,The interview data were ___ anonymized.,A. full,B. fully,C. fulness,D. fulfill,B,1,B. fully,副詞 fully。,
questions_seed_300_batch2.sql,170,college,The survey ___ response bias.,A. may exhibit,B. may exhibits,C. might exhibited,D. might exhibiting,A,0,A. may exhibit,可能呈現偏差 may exhibit。,
questions_seed_300_batch2.sql,171,college,The article ___ prior work extensively.,A. cite,B. cites,C. citing,D. cited,D,3,D. cited,過去引用 cited。,
questions_seed_300_batch2.sql,172,college,The model ___ reality imperfectly.,A. mirror,B. mirrors,C. mirrored,D. mirroring,B,1,B. mirrors,第三人稱 mirrors。,
questions_seed_300_batch2.sql,173,college,The trend has ___ sharply.,A. accelerate,B. accelerated,C. accelerating,D. accelerates,B,1,B. accelerated,現在完成 has accelerated。,
questions_seed_300_batch2.sql,174,college,Inflation has ___ consumer spending recently.,A. curb,B. curbed,C. curbing,D. to curb,B,1,B. curbed,現在完成式 has + 過去分詞 curbed。,
questions_seed_300_batch2.sql,175,college,Ethics approval ___ obtained before recruitment.,A. was,B. were,C. is,D. are,A,0,A. was,不可數／單數概念用 was obtained。,
questions_seed_300_batch2.sql,176,college,Participants ___ debriefed after the study.,A. was,B. were,C. is,D. are,B,1,B. were,複數 participants 搭配 were。,
questions_seed_300_batch2.sql,177,college,The findings ___ not generalizable beyond the sample.,A. is,B. are,C. was,D. be,B,1,B. are,複數 findings 用 are。,
questions_seed_300_batch2.sql,178,college,The instrument demonstrates adequate ___.,A. reliable,B. reliability,C. reliably,D. relying,B,1,B. reliability,名詞 reliability 十足。,
questions_seed_300_batch2.sql,179,college,Cronbach's alpha reflects internal ___.,A. consistent,B. consistency,C. consistently,D. consistor,B,1,B. consistency,內部一致性 consistency。,
questions_seed_300_batch2.sql,180,college,Multicollinearity can ___ coefficient estimates.,A. bias,B. distort,C. distorts,D. distorting,B,1,B. distort,情態動詞後原形 distort。,
questions_seed_300_batch2.sql,181,college,The regression assumes residuals are approximately ___.,A. normal,B. normally,C. normality,D. normalize,A,0,A. normal,形容詞補語 normal。,
questions_seed_300_batch2.sql,182,college,We conducted a pilot study ___ scale refinement.,A. for,B. to,C. toward,D. into,C,2,C. toward,朝向／為了精煉 toward scale refinement。,
questions_seed_300_batch2.sql,183,college,The literature review ___ gaps in prior studies.,A. highlight,B. highlights,C. highlighted,D. highlighting,C,2,C. highlighted,過去式 highlighted。,
questions_seed_300_batch2.sql,184,college,Item wording was revised ___ ambiguity.,A. reduce,B. to reduce,C. reducing,D. reduced,B,1,B. to reduce,不定詞表目的 to reduce。,
questions_seed_300_batch2.sql,185,college,Response categories were ___ labeled.,A. clear,B. clearly,C. clearing,D. clearness,B,1,B. clearly,副詞 clearly。,
questions_seed_300_batch2.sql,186,college,Missing values were handled using listwise ___.,A. delete,B. deletion,C. deleting,D. deleted,B,1,B. deletion,名詞 deletion。,
questions_seed_300_batch2.sql,187,college,The null hypothesis was ___ at α = .05.,A. reject,B. rejected,C. rejecting,D. rejects,B,1,B. rejected,被動 rejected。,
questions_seed_300_batch2.sql,188,college,A Bonferroni correction ___ multiple comparisons.,A. address,B. addresses,C. addressed,D. addressing,B,1,B. addresses,第三人稱 addresses。,
questions_seed_300_batch2.sql,189,college,Effect sizes are reported ___ p-values alone.,A. beside,B. alongside,C. besides,D. along,B,1,B. alongside,alongside 與…並列。,
questions_seed_300_batch2.sql,190,college,The abstract ___ the main outcomes.,A. summarize,B. summarizes,C. summarized,D. summarizing,C,2,C. summarized,過去式 summarized。,
questions_seed_300_batch2.sql,191,college,Figures were produced using ___ software.,A. statistical,B. statistics,C. statistically,D. statistic,A,0,A. statistical,形容詞 statistical software。,
questions_seed_300_batch2.sql,192,college,Limitations include ___ sampling bias.,A. potential,B. potentially,C. potence,D. potent,A,0,A. potential,形容詞 potential。,
questions_seed_300_batch2.sql,193,college,Future work might ___ longitudinal designs.,A. employ,B. employs,C. employed,D. employing,A,0,A. employ,情態動詞後原形 employ。,
questions_seed_300_batch2.sql,194,college,Confounding variables were ___ where possible.,A. control,B. controlled,C. controlling,D. controls,B,1,B. controlled,被動 controlled。,
questions_seed_300_batch2.sql,195,college,The coding scheme achieved satisfactory ___.,A. reliable,B. reliability,C. reliably,D. rely,B,1,B. reliability,名詞 reliability。,
questions_seed_300_batch2.sql,196,college,Inter-rater agreement was assessed using Cohen's ___.,A. kappa,B. Kappa,C. kappa coefficient,D. kap,B,1,B. Kappa,專有名詞 Kappa（選項一致即可）。,
questions_seed_300_batch2.sql,197,college,The manuscript adheres to journal ___ guidelines.,A. style,B. styling,C. stylish,D. styles,A,0,A. style,style guidelines 體例／格式指引。,
questions_seed_300_batch2.sql,198,college,Prior informed consent was ___ in writing.,A. obtain,B. obtained,C. obtaining,D. obtains,B,1,B. obtained,被動 obtained。,
questions_seed_300_batch2.sql,199,college,De-identified transcripts were stored ___.,A. secure,B. securely,C. security,D. secured,B,1,B. securely,副詞 securely。,
questions_seed_300_batch2.sql,200,college,Qualitative themes emerged through ___.,A. thematic,B. thematic analysis,C. themes,D. theming,B,1,B. thematic analysis,慣用 thematic analysis。,
questions_seed_300_batch2.sql,201,college,Member checking ___ interpretive validity.,A. enhance,B. enhances,C. enhanced,D. enhancing,B,1,B. enhances,第三人稱 enhances。,
questions_seed_300_batch2.sql,202,college,Saturation was reached when no new ___ appeared.,A. theme,B. themes,C. thematic,D. theming,B,1,B. themes,複數 themes。,
questions_seed_300_batch2.sql,203,college,NVivo was used to facilitate ___.,A. code,B. coding,C. coded,D. codify,B,1,B. coding,動名詞 coding。,
questions_seed_300_batch2.sql,204,college,The audit trail documents analytic ___.,A. decide,B. decisions,C. deciding,D. decided,B,1,B. decisions,decisions。,
questions_seed_300_batch2.sql,205,college,Reflexivity statements acknowledge researcher ___.,A. bias,B. biases,C. biased,D. biasing,A,0,A. bias,不可數 bias。,
questions_seed_300_batch2.sql,206,college,Positionality may ___ how findings are framed.,A. shape,B. shapes,C. shaped,D. shaping,B,1,B. shapes,may + 原形 shape。,
questions_seed_300_batch2.sql,207,college,Triangulation combined interviews with ___.,A. observe,B. observations,C. observed,D. observing,B,1,B. observations,名詞 observations。,
questions_seed_300_batch2.sql,208,college,Transferability depends on thick ___.,A. describe,B. description,C. describing,D. described,B,1,B. description,thick description。,
questions_seed_300_batch2.sql,209,college,Quantitative results were triangulated ___ survey comments.,A. for,B. with,C. to,D. by,B,1,B. with,triangulated with。,
questions_seed_300_batch2.sql,210,college,The discussion synthesizes results ___ prior theory.,A. against,B. with,C. for,D. under,B,1,B. with,synthesize with theory。,
questions_seed_300_batch2.sql,211,college,Preregistration ___ hypothesis specification.,A. aid,B. aids,C. aided,D. aiding,B,1,B. aids,第三人稱 aids。,
questions_seed_300_batch2.sql,212,college,An open science repository hosts the ___.,A. datum,B. data,C. datas,D. database,B,1,B. data,複數 data。,
questions_seed_300_batch2.sql,213,college,Replication materials are available ___ request.,A. in,B. on,C. upon,D. for,C,2,C. upon,upon request 固定用法。,
questions_seed_300_batch2.sql,214,college,Conflict-of-interest disclosures were ___.,A. provide,B. provided,C. providing,D. provides,B,1,B. provided,被動 provided。,
questions_seed_300_batch2.sql,215,college,Funding sources did not ___ study design.,A. influence,B. influences,C. influenced,D. influencing,A,0,A. influence,did not + 原形 influence。,
questions_seed_300_batch2.sql,216,college,Author contributions follow CRediT ___.,A. taxonomy,B. taxonomies,C. taxonomic,D. taxon,A,0,A. taxonomy,CRediT taxonomy。,
questions_seed_300_batch2.sql,217,college,ORCID iDs ___ verified where available.,A. is,B. are,C. was,D. were,B,1,B. are,複數 ORCID iDs 用 were。,
questions_seed_300_batch2.sql,218,college,Preprints were posted ___ peer review.,A. before,B. after,C. during,D. since,A,0,A. before,審查前 before peer review。,
questions_seed_300_batch2.sql,219,college,The dataset ___ released under CC-BY.,A. is,B. are,C. was,D. were,C,2,C. was,過去釋出 was released。,
questions_seed_300_batch2.sql,220,college,Sensitive variables were ___ to protect privacy.,A. suppress,B. suppressed,C. suppressing,D. suppresses,B,1,B. suppressed,被動 suppressed。,
questions_seed_300_batch2.sql,221,college,Statistical code was written ___ R.,A. on,B. at,C. in,D. by,C,2,C. in,用某語言 in R。,
questions_seed_300_batch2.sql,222,college,Robustness checks ___ alternative specifications.,A. use,B. uses,C. used,D. using,C,2,C. used,過去式 used。,
questions_seed_300_batch2.sql,223,college,Standard errors were clustered at the ___ level.,A. firm,B. firm-year,C. firm level,D. firmly,A,0,A. firm,公司層級 firm level。,
questions_seed_300_batch2.sql,224,college,An instrumental variable addresses ___.,A. omit variable bias,B. endogeneity,C. randomness,D. multicollinearity,B,1,B. endogeneity,工具變數處理內生性 endogeneity。,
questions_seed_300_batch2.sql,225,college,The placebo test yields ___ results.,A. null,B. nullifying,C. nullified,D. nullity,A,0,A. null,null results 無效應結果。,
questions_seed_300_batch2.sql,226,college,Sensitivity analyses ___ the baseline estimates.,A. confirm,B. confirms,C. confirmed,D. confirming,C,2,C. confirmed,過去式 confirmed。,
questions_seed_300_batch2.sql,227,professor,Grice's maxim of relation counsels speakers to be ___.,A. verbose,B. relevant,C. polite only,D. ambiguous,B,1,B. relevant,關聯準則要求相關 relevant。,
questions_seed_300_batch2.sql,228,professor,"In pragmatics, an implicature is often ___.",A. entailed,B. cancelable,C. always explicit,D. unrelated,B,1,B. cancelable,含意通常可撤銷 cancelable。,
questions_seed_300_batch2.sql,229,professor,A performative utterance ___.,A. cannot be spoken,B. can accomplish an act by being spoken,C. must be false,D. is always indirect,B,1,B. can accomplish an act by being spoken,言語行為以說出即完成。,
